node_id,node_type,label,definition,body_systems,severity,age_groups,icd_category,is_contagious,inheritance
D00589,Disease,Hartnup disease,"Abnormal results Decreased haptoglobin levels usually indicates hemolytic anemia. Other causes of red cell destruction also decrease haptoglobin: a blood transfusion reaction; mechanical heart valve; abnormally shaped red cells; or abnormal hemoglobin, such as thalassemia or sickle cell anemia. Hapt",cardiovascular; gastrointestinal; musculoskeletal; endocrine,Unknown,Infants,Various,No,Genetic/Hereditary
D00590,Disease,Hatha yoga,"Hatha yoga is the most widely practiced form of yoga in the United States. It is the branch of yoga that concentrates on physical health and mental wellbeing. Hatha yoga uses bodily postures (asanas), breathing techniques (pranayama), and meditation (dyana) with the goal of bringing about a sound, h",cardiovascular; endocrine; psychiatric; hematological,Unknown,All ages,Various,No,
D00591,Disease,Head and neck cancer,"The term ‘‘head and neck cancers’’ refers to a group of cancers found in the head and neck region, excluding tumors of the eyes and the thyroid gland, and tumors that originate in the brain. Tumors classified as head and neck tumors are found in:   The oral cavity (mouth). The lips, the tongue, th",neurological; endocrine; immunological; infectious,Moderate,All ages,C00-D49,No,
D00592,Disease,medical care immediately:,"Injury to the head may damage the scalp, skull, or brain. The most important consequence of head trauma is traumatic brain injury. Head injury may occur either as a closed head injury, such as the head hitting a car’s windshield, or as a penetrating head injury, as when a bullet pierces the skull. B",neurological; psychiatric; hematological,Severe,All ages,Various,No,
D00593,Disease,Headache,"Resources BOOKS Daisley, Audrey, Rachel Tams, and Udo Kischka. Head Injury. New York: Oxford University Press, 2009. A headache involves pain in the head that can arise from many disorders or may be a disorder in and of itself. G A LE EN CY C LO PE DI A O F ME D IC I NE , 5 T H E DI T IO N 2279 Head",cardiovascular; neurological; musculoskeletal; hematological,Moderate,All ages,Various,No,
D00594,Disease,Health care proxy,"A health care proxy, or health care proxy form, is a legal document that allows a person to choose someone to make medical decisions on their behalf when they are unable to do so. In some states the person who is authorized may be called a proxy, in others the person may be called an agent.",,Moderate,All ages,Various,No,
D00595,Disease,Hearing aids,A hearing aid is a device that can amplify sound waves in order to help a deaf or hard-of-hearing person hear sounds more clearly. Purpose Recent technology can help most people with hearing loss understand speech better and achieve better communication. ORGANIZATIONS American Academy of Family Phys,musculoskeletal; psychiatric,Unknown,Children,Various,No,
D00596,Disease,Hearing loss,Hearing loss is any degree of impairment of the ability to apprehend sound. Such impairment occurs primarily due to natural causes (heredity) and environmental factors (extended exposure to loud sounds). Secondary factors of hearing loss include obstructions Decibel ratings and hazardous levels of n,neurological; musculoskeletal; psychiatric; infectious,Unknown,All ages,Various,Yes,
D00597,Disease,Heart attack,"Major risk factors A heart attack is the death of, or damage to, heart muscle because the supply of blood to the heart is severely restricted or blocked. It occurs usually when a blood clot prevents the flow of blood through a coronary artery, which provides blood to the heart muscle. Heart attacks,",cardiovascular; neurological; musculoskeletal; hematological,Critical,All ages,Various,No,
D00598,Disease,Heart block,"Heart block is a problem that sometimes occurs with the electrical system of the heart, which controls the rate (number of beats per minute) and rhythm (regular or irregular pattern of pulses) of heartbeats. It refers to a delay or disruption in the normal series of electrical impulses that cause th",cardiovascular; musculoskeletal; immunological,Unknown,All ages,Various,No,Congenital
D00599,Disease,Heart disease,"Heart disease, sometimes also called coronary heart disease and cardiovascular disease, is a group of conditions affecting the structure and functions of the heart. The four primary conditions that comprise heart disease are coronary artery disease, heart attack, congenital heart disease, and rheuma",cardiovascular; respiratory; musculoskeletal; hematological,Severe,All ages,Various,No,
D00600,Disease,Heart failure,"Heart failure VitaminC-HealthProfessional/ (accessed February 18, 2014). World Health Organization. ‘‘The Atlas of Heart Disease and Stroke.’’ http://www.who.int/cardiovascular_diseases/",cardiovascular; musculoskeletal; hematological,Moderate,All ages,Various,No,Congenital
D00601,Disease,Heart murmurs,A heart murmur is an abnormal or extra sound heard during the heartbeat cycle. Some murmurs are made by blood moving unevenly through healthy valves in a healthy heart. Such murmurs are normal and are not a medical concern. Other murmurs are produced by blood moving roughly (turbulently) through dam,cardiovascular; respiratory; endocrine; psychiatric,Critical,Infants; Adults/Elderly,Various,No,Congenital
D00602,Disease,defects,Heart surgery for congenital defects,cardiovascular; respiratory; dermatological; hematological,Moderate,Infants; Children,Various,No,Congenital
D00603,Disease,Heart transplantation,"Heart transplantation, also called cardiac transplantation, is the replacement of a patient’s diseased or injured heart with a healthy donor heart. This type of transplant is called an allograft because it involves the transplantation of an organ from a genetically nonidentical donor of the same spe",cardiovascular,Critical,All ages,Various,No,
D00604,Disease,Heart valve repair,"Heart valve repair is a surgical procedure used to correct a malfunctioning heart valve. Repair usually involves separating the valve leaflets (the one-way ‘‘doors’’ of the heart valve that open and close to pump blood through the heart) or forcing them open with a balloon catheter, a technique know",cardiovascular; respiratory; infectious; hematological,Unknown,All ages,Various,No,
D00605,Disease,Heart valve replacement,"Heart valve replacement is a surgical procedure during which surgeons remove a damaged valve from the heart and substitute a healthy one. Purpose Four valves direct blood to and from the body through the heart: the aortic valve, the pulmonic valve, the tricuspid valve, and the mitral valve. Any of t",cardiovascular; respiratory; musculoskeletal; infectious,Severe,Infants,Various,No,
D00606,Disease,Heartburn,"Heartburn is a burning sensation in the chest that can extend to the neck, throat, and face; it is worsened by bending or lying down. It is the primary symptom of gastroesophageal reflux, which is the movement of G AL E E N CY C LO PE DI A O F M E D IC I NE , 5 T H E DI T IO N",cardiovascular; neurological; gastrointestinal; musculoskeletal,Severe,Adults/Elderly,Various,No,
D00607,Disease,Heartland virus,"Heartland virus (HRTV) is a phlebovirus, a member of a genus of viruses belonging to the Bunyaviridae family. These are RNA viruses carried by insect vectors, usually sandflies or ticks. Heartland virus is the first phlebovirus to be discovered in North America. It is named for Heartland Regional Me",cardiovascular; infectious; hematological,Critical,All ages,Various,Yes,
D00608,Disease,Heat disorders,"Heat disorders are a group of physically related illnesses caused by prolonged exposure to hot temperatures, restricted fluid intake, or failure of the body’s temperature regulation mechanisms. Disorders of heat exposure include heat cramps, heat exhaustion, and heat stroke (also called sunstroke). ",neurological; musculoskeletal; dermatological; psychiatric,Severe,All ages,Various,No,
D00609,Disease,Heat treatments,"Heat treatments are applications of therapeutic thermal agents to specific body areas experiencing injury or dysfunction. Purpose The general purpose of a heat treatment is to increase the extensibility of soft tissues, remove toxins from cells, enhance blood flow, increase function of the tissue ce",cardiovascular; respiratory; musculoskeletal; renal,Moderate,All ages,Various,No,
